CustomerKey,FirstName,MiddleName,LastName,Gender,HouseOwnerFlag
20056,Johnny,,She,M,0
20057,Ramon,D,Zhou,M,0
20058,Roger,E,Liu,M,0
20059,Madison,,Washington,F,0
20060,Kayla,R,Jackson,F,0
20061,Sharon,E,Nath,F,0
20062,Russell,J,Carson,M,0
20063,Kristy,E,Ortega,F,1
20064,Whitney,C,Prasad,F,1
20065,Grant,L,Lal,M,0
20066,Marcus,,White,M,1
20067,Destiny,P,Thompson,F,1
20068,Alexandria,F,Peterson,F,1
20069,Jessica,C,Smith,F,1
20070,Richard,,Morris,M,0
20071,Sean,L,Campbell,M,1
20072,Kaitlyn,S,Martinez,F,1
20073,Melissa,,Cooper,F,1
20074,Preston,,Madan,M,1
20075,Aaron,A,Allen,M,1
20076,Beth,A,Vazquez,F,1
20077,Aidan,L,Coleman,M,1
20078,Jose,E,Lee,M,0
20079,Alexandra,,Taylor,F,0
20080,Maria,D,Stewart,F,0
20081,Jerry,,Xie,M,0
20082,Caroline,,Henderson,F,1
20083,Terry,E,Kumar,M,0
20084,Alex,M,Stewart,M,0
20085,Jessica,J,Moore,F,0
20086,Jeremiah,W,Hayes,M,0
20087,Seth,M,Gray,M,0
20088,Jose,,Lewis,M,0
20089,Luis,J,Powell,M,1
20090,Blake,,Edwards,M,1
20091,Andrea,L,Parker,F,1
20092,Ethan,M,Sharma,M,1
20093,Megan,,Clark,F,1
20094,Lindsey,,Chande,F,0
20095,Ana,,Flores,F,0
20096,Jonathan,,Lal,M,0
20097,Brittany,W,Griffin,F,1
20098,Alexis,G,Lewis,F,0
20099,Devon,L,Xie,M,0
20100,Jesse,,Watson,M,1
20101,Devin,,Hayes,M,1
20102,Arianna,E,Jenkins,F,1
20103,William,,Robinson,M,1
20104,Louis,,Xu,M,1
20105,Alexis,,Taylor,F,0
20106,Amber,,Hall,F,0
20107,Danielle,W,Morris,F,1
20108,Glenn,,Gao,M,1
20109,Katelyn,K,Stewart,F,1
20110,Austin,C,Perry,M,1
20111,Brittney,E,Zhu,F,1
20112,Shelby,A,James,F,1
20113,Christina,,Murphy,F,1
20114,Joseph,,Thompson,M,1
20115,Megan,,Jones,F,1
20116,Hannah,D,Bryant,F,1
20117,Brandon,J,Jenkins,M,1
20118,Jacqueline,R,Henderson,F,1
20119,Carlos,,Hernandez,M,1
20120,Fernando,,Hughes,M,1
20121,Dylan,,Butler,M,0
20122,Jeremy,,Bailey,M,1
20123,Aaron,M,Gonzalez,M,1
20124,Natalie,V,Coleman,F,1
20125,Natalie,L,Clark,F,1
20126,Seth,A,Carter,M,1
20127,Carlos,,Sanders,M,1
20128,Ian,B,Miller,M,1
20129,Nicole,A,Stewart,F,1
20130,Jordan,H,Nelson,M,1
20131,Carolyn,M,Gutierrez,F,1
20132,Jenny,V,Shen,F,1
20133,Jorge,V,Li,M,1
20134,Franklin,,Zhao,M,1
20135,Grace,E,Price,F,1
20136,Bonnie,C,Kennedy,F,1
20137,Jarrod,B,Fernandez,M,1
20138,Kendra,,Moreno,F,1
20139,Connor,,Wright,M,1
20140,Joe,A,Navarro,M,1
20141,Angelica,M,Flores,F,1
20142,Lydia,,Lopez,F,1
20143,Jimmy,J,Suarez,M,1
20144,Roger,W,Lin,M,1
20145,Fernando,K,Lee,M,1
20146,Mackenzie,A,Hall,F,1
20147,Tabitha,,Ramos,F,1
20148,Terry,E,Nath,M,1
20149,Heidi,Z,Arun,F,1
20150,Gary,M,Rubio,M,1
20151,Jamie,,Guo,F,1
20152,Rafael,I,She,M,1
20153,Diane,M,Sanz,F,0
20154,Raul,Q,Luo,M,0
20155,Jay,,Fernandez,M,1
20156,Jay,L,Madan,M,0
20157,Riley,A,Reed,F,0
20158,Rodney,A,Blanco,M,0
20159,Ernest,,Zhu,M,1
20160,George,,Garcia,M,1
20161,Albert,G,Sanz,M,1
20162,Kelsey,K,Nath,F,1
20163,Krystal,S,Zhang,F,1
20164,Carol Ann,F.,Rockne,M,1
20165,Kristina,R,Mehta,F,1
20166,Monique,,Gutierrez,F,1
20167,Joe,M,Serrano,M,1
20168,Jessie,A,Serrano,F,1
20169,Garrett,N,Gray,M,0
20170,Jerome,D,Martin,M,1
20171,Bailey,A,King,F,1
20172,Kelli,,Gao,F,1
20173,Dennis,,Zhao,M,1
20174,Douglas,E,Gonzalez,M,0
20175,Alisha,D,Lu,F,0
20176,Antonio,,Alexander,M,0
20177,Kelvin,W,Li,M,1
20178,Deborah,A,Anand,F,0
20179,Denise,,Patel,F,0
20180,Amanda,,Sanders,F,1
20181,Catherine,J,Brooks,F,1
20182,Isabelle,,Price,F,1
20183,Sophia,,Allen,F,1
20184,Jessica,S,Richardson,F,1
20185,Xavier,,Cooper,M,1
20186,Connor,,Li,M,1
20187,Robert,C,King,M,1
20188,Kimberly,A,Watson,F,1
20189,Grace,A,Hall,F,0
20190,Angela,K,Reed,F,1
20191,Chad,A,Rai,M,1
20192,Amber,,Campbell,F,0
20193,Alyssa,C,Gray,F,0
20194,Connor,K,Campbell,M,1
20195,Blake,,Wilson,M,0
20196,Cameron,,Perry,M,1
20197,Olivia,,Johnson,F,1
20198,Sierra,,Evans,F,1
20199,Hailey,L,Cook,F,1
20200,Noah,,Gonzales,M,1
20201,Chloe,,Harris,F,1
20202,Alexandra,B,Jones,F,1
20203,Roy,D,Blanco,M,1
20204,Renee,,Carlson,F,1
20205,Bryce,,Cox,M,0
20206,Olivia,V,Murphy,F,1
20207,Angel,T,Bailey,M,1
20208,Austin,,Hayes,M,1
20209,Andrea,A,Turner,F,1
20210,Stephanie,P,Powell,F,1
20211,Scott,M.,Rodgers,M,1
20212,Krista,P,Alonso,F,1
20213,Gina,L,Dominguez,F,1
20214,Trisha,V,Liu,F,0
20215,Ioannis,,Xylaras,F,0
20216,Shawn,S,Chander,M,1
20217,Valerie,,Wang,F,0
20218,Drew,A,Xie,M,0
20219,Colleen,L,Harrison,F,0
20220,Wendy,,Carlson,F,1
20221,Kaylee,C,Sanders,F,0
20222,Melissa,M,Morgan,F,0
20223,Terrance,E,Malhotra,M,1
20224,Lawrence,J,Gill,M,0
20225,Sharon,,Rai,F,1
20226,Valerie,C,She,F,1
20227,Louis,K,Zhang,M,1
20228,Raymond,S,Arthur,M,1
20229,Austin,F,Walker,M,1
20230,Gary,D,Munoz,M,1
20231,Kelvin,,Zhou,M,0
20232,Franklin,L,Chande,M,1
20233,Jenny,,Raje,F,1
20234,Gerald,,Mehta,M,1
20235,Kenneth,,Deng,M,1
20236,Cesar,R,Chandra,M,0
20237,Hunter,E,Yang,M,0
20238,Anna,,Watson,F,1
20239,Jill,A,Ortega,F,1
20240,Beth,,Rubio,F,1
20241,Cesar,J,Mehta,M,0
20242,Christopher,M,Thomas,M,0
20243,Tamara,A,Ye,F,0
20244,Dawn,C,Raji,F,0
20245,Darren,L,Malhotra,M,1
20246,Mindy,,Xu,F,0
20247,Kristina,L,Lopez,F,0
20248,Gina,,Suarez,F,1
20249,Tasha,M,Kumar,F,1
20250,Charles,M,Garcia,M,1
20251,Luis,K,Li,M,1
20252,Darrell,,Raje,M,1
20253,Veronica,G,Kapoor,F,0
20254,Dana,,Gutierrez,F,1
20255,Stephanie,,Russell,F,1
20256,Javier,R,Serrano,M,0
20257,Roy,C,Carlson,M,0
20258,Katelyn,,Ward,F,0
20259,Jenny,,Andersen,F,0
20260,Ethan,C,Martinez,M,1
20261,Mariah,,Rivera,F,1
20262,Brett,A,Prasad,M,1
20263,Steve,C,Zhou,M,1
20264,Jay,,Carlson,M,1
20265,Clarence,,Guo,M,1
20266,Summer,L,Gonzalez,F,0
20267,Monica,D,Garcia,F,1
20268,Jorge,,He,M,1
20269,Hunter,A,Foster,M,0
20270,Kevin,L,Phillips,M,1
20271,Barry,B,Fernandez,M,0
20272,Seth,W,James,M,0
20273,Katherine,J,Martin,F,1
20274,Brent,,Wang,M,1
20275,Angela,J,Kelly,F,0
20276,Haley,R,Sanchez,F,1
20277,Mary,R,Hall,F,0
20278,Alisha,N,Oliver,F,1
20279,Trevor,A,Henderson,M,1
20280,Joshua,L,Harris,M,0
20281,Karl,V,Xie,M,0
20282,Trisha,,Xu,F,1
20283,Katie,A,Shen,F,1
20284,Deanna,,Ashe,F,1
20285,Aaron,,Alexander,M,1
20286,Stacey,W,Wu,F,0
20287,Destiny,V,Simmons,F,1
20288,Jeremiah,,Edwards,M,0
20289,Jada,,Richardson,F,0
20290,Austin,L,Simmons,M,0
20291,Alexis,,Walker,F,0
20292,Katherine,,Ross,F,0
20293,Rachel,A,Jackson,F,1
20294,Julia,B,Davis,F,0
20295,Christopher,C,Brown,M,0
20296,Morgan,L,Diaz,F,0
20297,Valerie,,Wu,F,0
20298,Edgar,,Arun,M,0
20299,Megan,J,Cook,F,1
20300,Xavier,M,Garcia,M,0
20301,Gloria,L,Bradley,F,1
20302,Tasha,,Andersen,F,0
20303,Bryce,J,Morgan,M,1
20304,Jesse,,Edwards,M,0
20305,Caleb,,Ross,M,0
20306,Mary,,Baker,F,0
20307,Natalie,T,Blue,F,1
20308,Pieter,L,Uittenbogaard,F,1
20309,Cristina,J,Sharma,F,1
20310,Timothy,R,Ramirez,M,1
20311,Cole,,Bell,M,0
20312,Ryan,A,Lewis,M,0
20313,Oscar,G,Bennett,M,0
20314,Russell,J,Deng,M,0
20315,Devin,,Ramirez,M,1
20316,Suzanne,R,Zhang,F,1
20317,Alex,K,Green,M,0
20318,Amanda,L,Turner,F,1
20319,Dylan,,Alexander,M,1
20320,Mindy,F,Nath,F,1
20321,Colleen,C,Chen,F,1
20322,Rachel,,Wood,F,1
20323,Justin,A,Coleman,M,0
20324,Ashley,E,Rodriguez,F,1
20325,Charles,,Williams,M,0
20326,Paige,,Blue,F,1
20327,Sophia,,Perez,F,1
20328,Sierra,,Carter,F,1
20329,Jose,C,Yang,M,1
20330,Nathan,A,Thomas,M,1
20331,Jeremy,,Cox,M,1
20332,Danny,J,Navarro,M,1
20333,Abigail,,Gonzales,F,0
20334,Jeremiah,S,Mitchell,M,1
20335,Adam,M,Gonzales,M,0
20336,Ian,,Young,M,1
20337,Xavier,,Hall,M,1
20338,Anna,,James,F,0
20339,Kaitlyn,,Hughes,F,1
20340,Makayla,,Kelly,F,1
20341,Tyler,J,Smith,M,1
20342,Aimee,J,Lu,F,1
20343,Sierra,K,Hill,F,1
20344,Ashlee,,Anand,F,1
20345,Regina,S,Martinez,F,1
20346,Angelica,,Washington,F,0
20347,Savannah,K,Roberts,F,1
20348,Chloe,,Evans,F,0
20349,Nicole,M,Harris,F,0
20350,Isabella,C,Campbell,F,0
20351,Maria,N,Gonzalez,F,1
20352,Melissa,,Foster,F,1
20353,Allison,,Phillips,F,0
20354,Austin,,Williams,M,0
20355,Melanie,S,Gray,F,0
20356,Louis,K,Lu,M,0
20357,Julian,,Price,F,1
20358,Brian,,Murphy,M,1
20359,Rachel,,Blue,F,1
20360,Brianna,M,Russell,F,1
20361,Jonathon,,Moreno,M,1
20362,Seth,L,Gonzalez,M,0
20363,Alexander,L,Brown,M,1
20364,Anna,,Jackson,F,1
20365,Isaac,L,Scott,M,1
20366,Marcus,A,Powell,M,1
20367,Jessica,,Anderson,F,0
20368,Thomas,J,Jackson,M,1
20369,Trevor,J,Barnes,M,1
20370,Blake,S,Young,M,1
20371,Grace,J,Bryant,F,1
20372,Kaitlyn,,Edwards,F,0
20373,Morgan,C,Williams,F,0
20374,Fernando,S,Adams,M,0
20375,Olivia,,Perry,F,1
20376,Destiny,,Lewis,F,1
20377,Brian,E,Reed,M,1
20378,Nathan,M,Jai,M,1
20379,Brittney,C,Chen,F,1
20380,Catherine,M,Reed,F,1
20381,Blake,,Bennett,M,1
20382,Jack,M,Hernandez,M,1
20383,Richard,M,Hernandez,M,1
20384,Luis,,Gonzalez,M,0
20385,Jason,,Patterson,M,1
20386,Anna,O,Russell,F,1
20387,Jordan,R,Adams,M,0
20388,Natasha,A,Gill,F,0
20389,Lee,,Romero,M,1
20390,Ross,,Ramos,M,1
20391,Meghan,A,Serrano,F,1
20392,Destiny,H,Ramirez,F,1
20393,Kaitlyn,,White,F,1
20394,Emma,S,Butler,F,1
20395,Katherine,B,Rogers,F,0
20396,Jason,M,Simmons,M,1
20397,Isaiah,A,Gray,M,1
20398,Jordan,,Collins,F,1
20399,Benjamin,,Rodriguez,M,1
20400,Sydney,,Henderson,F,1
20401,Hannah,G,Jenkins,F,1
20402,Vincent,,Liang,M,0
20403,Mitchell,C,Lal,M,0
20404,Jorge,,Yang,M,1
20405,Isaiah,,Campbell,M,0
20406,Felicia,D,Munoz,F,1
20407,Kristopher,C,Vance,M,1
20408,Isaac,,Morgan,M,1
20409,Sophia,,Young,F,1
20410,Richard,,Jackson,M,1
20411,Cole,S,James,M,1
20412,David,,Jackson,M,1
20413,Taylor,L,Powell,F,1
20414,Amanda,M,Bailey,F,1
20415,Evelyn,,Sai,F,1
20416,Dale,M,Goel,M,1
20417,Bruce,P,Vazquez,M,0
20418,Joe,C,Vazquez,M,0
20419,Billy,,Romero,M,1
20420,Evelyn,S,Mehta,F,1
20421,Victoria,C,Alexander,F,1
20422,Maria,,Brooks,F,1
20423,Alicia,H,Goel,F,1
20424,Marie,,Romero,F,1
20425,Sabrina,E,Torres,F,1
20426,Johnathan,D,Perez,M,1
20427,Mario,S,Raje,M,1
20428,Brent,,Ma,M,0
20429,Curtis,D,Gao,M,1
20430,Maurice,,Ashe,M,1
20431,Corey,,Raje,M,1
20432,Juan,W,Sanders,M,1
20433,Chloe,R,Taylor,F,1
20434,Nathan,A,Sharma,M,0
20435,Natalie,E,Green,F,1
20436,Anna,,Barnes,F,0
20437,Gabriella,,Howard,F,0
20438,Robert,C,Scott,M,1
20439,Chloe,M,Rogers,F,0
20440,Alexandra,,Hughes,F,0
20441,Abigail,,Henderson,F,0
20442,Jorge,T,Chen,M,1
20443,Adrian,J,Cox,M,0
20444,Cara,,Zeng,F,1
20445,Barbara,,Deng,F,1
20446,Clayton,K,Rai,M,1
20447,Jodi,,Goel,F,0
20448,Jésus,E,Blanco,M,1
20449,Rachel,,Walker,F,0
20450,Edwin,,Tang,M,1
20451,Kelli,A,Anand,F,1
20452,Kelli,J,Xie,F,0
20453,Bryant,C,Arun,M,1
20454,Fernando,,Martinez,M,1
20455,Bruce,C,Blanco,M,1
20456,Alfredo,,Ramos,M,1
20457,Alexandra,,Morris,F,1
20458,Erick,S,Subram,M,1
20459,Maria,J,Barnes,F,1
20460,Wesley,,Zeng,M,1
20461,Mackenzie,,Nelson,F,0
20462,Haley,C,Mitchell,F,0
20463,Jasmine,J,Bryant,F,0
20464,Amy,A,Lu,F,1
20465,Isabel,L,Henderson,F,1
20466,Benjamin,,Jai,M,1
20467,Gabrielle,,Bennett,F,0
20468,Olivia,,Richardson,F,0
20469,Manuel,G,Suri,M,0
20470,Melissa,W,Gonzales,F,1
20471,Carlos,,Gonzalez,M,1
20472,Edward,A,Coleman,M,1
20473,Mason,M,Rivera,M,1
20474,Edward,S,Turner,M,1
20475,Blake,M,Martinez,M,1
20476,Destiny,,Long,F,0
20477,Brandon,E,Washington,M,0
20478,Jonathan,,Moore,M,0
20479,Andrew,,Jackson,M,1
20480,Carlos,L,Cox,M,1
20481,Jordan,L,Edwards,M,1
20482,Gina,,Diaz,F,0
20483,Austin,,Kumar,M,1
20484,Gabriella,,Morgan,F,0
20485,Richard,,Reed,M,1
20486,Jack,,Butler,M,1
20487,Alexander,D,White,M,1
20488,Cassidy,,Foster,F,1
20489,Jacob,F,Davis,M,1
20490,Kaylee,G,Roberts,F,1
20491,Dakota,,Perry,M,1
20492,Madison,C,Martin,F,1
20493,Matthew,,Jackson,M,1
20494,Jesse,E,Peterson,M,1
20495,Wesley,A,Wang,M,0
20496,Jada,J,Roberts,F,0
20497,Francisco,,Javier Castrejón,F,0
20498,Miguel,,Phillips,M,0
20499,Christian,T,Robinson,M,1
20500,Morgan,E,Butler,F,0
20501,Morgan,,Nelson,F,1
20502,John,,Harris,M,1
20503,Tony,E,Jai,M,0
20504,Rakesh,J,Tangirala,F,0
20505,Alexa,,Cox,F,0
20506,Paige,,Bradley,F,0
20507,Joshua,A,Anderson,M,0
20508,Logan,,Robinson,M,1
20509,Alexandria,,Murphy,F,1
20510,Caitlin,,Cox,F,0
20511,Matthew,L,Taylor,M,1
20512,Sydney,,Parker,F,1
20513,Joseph,T,Smith,M,1
20514,Hannah,,Griffin,F,1
20515,Jenna,W,Edwards,F,1
20516,Gabriel,,Russell,M,1
20517,Amber,B,Edwards,F,1
20518,Desiree,,Sanz,F,1
20519,Trevor,B,Diaz,M,1
20520,Cassandra,S,Srini,F,1
20521,Gina,R,Carlson,F,1
20522,Kevin,,Parker,M,1
20523,Emma,,Howard,F,1
20524,Angelica,J,Jenkins,F,1
20525,James,,Kumar,M,1
20526,Brittany,,Alexander,F,1
20527,Sydney,A,Harris,F,1
20528,Mason,T,Adams,M,1
20529,Destiny,M,Jackson,F,0
20530,Mariah,M,Jenkins,F,1
20531,James,M,Young,M,1
20532,Joan,D,Watson,F,1
20533,Luis,,Perry,M,1
20534,Dalton,W,Lopez,M,1
20535,Riley,T,Torres,F,1
20536,Taylor,M,Gray,F,1
20537,Thomas,,Evans,M,1
20538,Hailey,R,Bennett,F,1
20539,Luis,,Baker,M,1
20540,Jasmine,,Flores,F,1
20541,Allison,M,Hernandez,F,0
20542,Hailey,W,Green,F,1
20543,Seth,,Miller,M,0
20544,Dalton,,Hall,M,0
20545,Vanessa,,Butler,F,0
20546,Ruth,,Fernandez,F,0
20547,Ethan,,Chen,M,1
20548,Phillip,S,Rodriguez,M,1
20549,Jennifer,D,Morris,F,1
20550,Mohamed,,Pal,F,1
20551,Daisy,L,Blanco,F,1
20552,Heather,E,Liang,F,1
20553,Damien,,Xie,M,1
20554,Donna,S,Tang,F,1
20555,Kelvin,V,Raje,M,0
20556,Glenn,D,Sun,M,1
20557,Lindsay,H,Lal,F,1
20558,Brianna,L,Stewart,F,1
20559,Isabella,H,Diaz,F,1
20560,Mindy,,Raji,F,1
20561,Willie,,Liu,M,0
20562,Jim,,Rodman,F,1
20563,Kendra,,Blanco,F,1
20564,Jessie,,Gao,M,0
20565,Tasha,,Yuan,F,1
20566,George,L,Mehta,M,0
20567,Nicolas,P,Anand,M,0
20568,Dustin,,Raji,M,0
20569,Patricia,,Patel,F,1
20570,George,L,Martinez,M,1
20571,Allison,D,Gray,F,0
20572,Caroline,,Diaz,F,1
20573,Megan,K,Ward,F,1
20574,Brett,A,Patel,M,1
20575,Stacey,,Cai,F,1
20576,Johnathan,,Kapoor,M,0
20577,Sheila,,Romero,F,1
20578,Martin,N,Kapoor,M,0
20579,Alexandra,C,King,F,1
20580,Ernest,L,Huang,M,1
20581,Ruth,E,Sanchez,F,0
20582,Desiree,J,Bradley,F,1
20583,Kristen,L,Wang,F,1
20584,Molly,,Schmidt,F,1
20585,Emily,,Lee,F,1
20586,Clayton,,Zhao,M,1
20587,Shannon,L,Johnston,M,1
20588,Nancy,M,Raman,F,1
20589,Mackenzie,M,Rogers,F,1
20590,Todd,,Zhang,M,1
20591,Kara,,Tang,F,1
20592,Jorge,J,Liu,M,1
20593,Joel,M,Jordan,M,1
20594,Arthur,,Torres,M,1
20595,Karla,R,Andersen,F,1
20596,Janet,B,Ramos,F,1
20597,Carly,,Beck,F,0
20598,Jackson,A,Powell,M,1
20599,Kyle,,Wang,M,0
20600,Dennis,J,Hu,M,0
20601,Carrie,R,Munoz,F,1
20602,Casey,,Moreno,M,0
20603,Henry,L,Sullivan,M,1
20604,Harold,J,Martinez,M,0
20605,Kevin,F,Yang,M,1
20606,Jocelyn,,Coleman,F,1
20607,Donna,A,Raje,F,1
20608,Cara,,Hu,F,1
20609,Fernando,M,Bryant,M,1
20610,Jessie,,Zhou,M,1
20611,Carla,A,Sullivan,F,0
20612,Colin,J,Yang,M,1
20613,Lindsay,L,Raje,F,1
20614,Gregory,,Shan,M,1
20615,Laura,,Wu,F,1
20616,Kristi,,Serrano,F,1
20617,Chloe,L,Johnson,F,1
20618,Marie,V,Rubio,F,1
20619,Maurice,C,Raji,M,0
20620,Victoria,J,Cook,F,0
20621,Meredith,M,Alonso,F,0
20622,Jerome,L,Suarez,M,1
20623,Ruth,,Garcia,F,1
20624,Deborah,,Shan,F,1
20625,Rafael,J,Yuan,M,1
20626,Jarrod,,Sara,M,1
20627,Theresa,,Navarro,F,1
20628,Rodney,J,Gutierrez,M,1
20629,Bonnie,,Raje,F,1
20630,Diane,M,Alonso,F,1
20631,Gerald,E,Dominguez,M,1
20632,Marcus,R,Stewart,M,1
20633,Luke,A,Collins,M,1
20634,Stephanie,V,Bryant,F,1
20635,Nathan,J,Young,M,1
20636,Olivia,G,Patterson,F,1
20637,John,,Brown,M,1
20638,Thomas,C,Collins,M,1
20639,Emily,A,Ross,F,0
20640,Noah,S,Turner,M,0
20641,Isabella,P,Robinson,F,1
20642,Patricia,,Prasad,F,1
20643,Abigail,,Patterson,F,1
20644,Patrick,,Brooks,M,0
20645,Xavier,,Stewart,M,1
20646,Ryan,E,Chen,M,1
20647,Jared,,Bailey,M,1
20648,Jordan,E,Mitchell,M,1
20649,Natalie,,Ramirez,F,1
20650,Bryan,J,Gray,M,1
20651,Timothy,J,Cooper,M,1
20652,Amanda,,Scott,F,1
20653,Jessica,,White,F,1
20654,Taylor,,Murphy,F,1
20655,Edward,L,Butler,M,1
20656,Marcus,L,Perry,M,1
20657,Blake,A,Russell,M,1
20658,Kaylee,E,Campbell,F,1
20659,Xavier,J,Baker,M,1
20660,Christina,,Cox,F,1
20661,Taylor,E,Diaz,F,1
20662,Taylor,J,Perry,F,1
20663,Kaitlyn,A,Stewart,F,0
20664,Isaiah,,Watson,M,1
20665,James,C,Evans,M,1
20666,Lacey,,Rai,F,1
20667,Jodi,C,Pal,F,1
20668,Eric,,Rothenberg,F,0
20669,Rachel,C,Ross,F,1
20670,Julia,A,Cox,F,1
20671,Ronald,,Sanchez,M,1
20672,Fernando,,Ross,M,1
20673,Dylan,A,Washington,M,1
20674,Samuel,T,Butler,M,0
20675,Natalie,M,Martin,F,0
20676,Carlos,C,Parker,M,1
20677,Trinity,,Bailey,F,1
20678,Martha,,Lin,F,1
20679,Dakota,D,Jenkins,M,1
20680,Ashley,,Anderson,F,1
20681,Walter,L,Moreno,M,1
20682,John,F,Davis,M,1
20683,Amanda,A,Mitchell,F,1
20684,Olivia,A,Lee,F,1
20685,Mariah,,Powell,F,0
20686,Lucas,,Nelson,M,1
20687,Rebecca,,Campbell,F,0
20688,Steven,A,Ramirez,M,1
20689,Connor,J,Green,M,1
20690,Nathaniel,,Torres,M,1
20691,Eduardo,,Smith,M,1
20692,John,H,Lewis,M,1
20693,Zachary,L,Perry,M,0
20694,Daniel,,Anderson,M,1
20695,Joshua,,Brown,M,1
20696,Ethan,D,Gonzales,M,0
20697,Stefanie,R,Schmidt,F,1
20698,Darren,,Chandra,M,1
20699,Hunter,,Wang,M,0
20700,Marcus,G,Scott,M,1
20701,Liz,,Anderson,F,0
20702,Oscar,V,Ross,M,0
20703,Seth,L,White,M,1
20704,Shane,R,Rodriguez,M,1
20705,Kevin,A,Roberts,M,0
20706,Haley,J,Gonzalez,F,1
20707,Danielle,P,Stewart,F,0
20708,Devin,,Thompson,M,1
20709,Samuel,M,Evans,M,0
20710,Andres,,Raje,M,1
20711,Ebony,I,Sanz,F,1
20712,Colin,,Huang,M,1
20713,Kathleen,,Gill,F,0
20714,Christine,,Beck,F,0
20715,Henry,C,Kapoor,M,0
20716,Kristina,V,Arun,F,1
20717,Chelsea,R,Ray,F,0
20718,Ricky,,Ruiz,M,1
20719,Lawrence,,Alvarez,M,0
20720,Regina,R,Subram,F,0
20721,Hailey,G,Perry,F,1
20722,Kellie,L,Serrano,F,1
20723,Cedric,T,Zhu,M,0
20724,Ebony,,Vance,F,1
20725,Linda,K,Romero,F,1
20726,Beth,,Romero,F,0
20727,Arturo,,Ye,M,1
20728,Cedric,J,Chande,M,1
20729,Aimee,M,Zhou,F,0
20730,Aaron,,Shan,M,1
20731,Andre,S,Kovár,M,0
20732,Joshua,W,Walker,M,1
20733,Sheena,A,Luo,F,1
20734,Luis,G,Phillips,M,1
20735,Caitlin,,Cooper,F,1
20736,Alexandra,,Howard,F,1
20737,Victoria,A,Griffin,F,0
20738,Alex,O,Kelly,M,1
20739,Kaitlyn,A,Carter,F,1
20740,Kathryn,,Sharma,F,1
20741,Jocelyn,,Foster,F,1
20742,Isabella,M,Stewart,F,0
20743,Arianna,W,Howard,F,0
20744,Amanda,N,Barnes,F,0
20745,Mariah,C,Price,F,0
20746,Christina,M,Torres,F,0
20747,Melody,,Vazquez,F,0
20748,Stephanie,R,Watson,F,1
20749,Joan,L,Morgan,F,1
20750,Katherine,A,King,F,1
20751,Jermaine,H,Arthur,M,0
20752,Christian,,Simmons,M,0
20753,Taylor,D,Kelly,F,0
20754,Ian,T,Davis,M,1
20755,Alex,,Lopez,M,1
20756,Marcus,,Griffin,M,0
20757,Alexia,,Powell,F,0
20758,Jesse,,Sanders,M,1
20759,Teresa,,Serrano,F,1
20760,Thomas,,Alexander,M,1
20761,Jonathan,A,Washington,M,1
20762,Jennifer,C,King,F,1
20763,Lucas,S,Carter,M,1
20764,Christian,,Taylor,M,0
20765,Wyatt,,Lopez,M,1
20766,Charles,G,Morgan,M,1
20767,Rachel,M,Thomas,F,1
20768,Marshall,H,Nara,M,1
20769,Michelle,S,Sanders,F,1
20770,Carlos,,Mitchell,M,1
20771,Madeline,,Edwards,F,1
20772,Samantha,,Garcia,F,1
20773,Natalie,,Rodriguez,F,0
20774,Anthony,A,Miller,M,1
20775,Bruce,L,Alonso,M,1
20776,Haley,,Long,F,1
20777,Carly,,Sharma,F,1
20778,Seth,R,Ramirez,M,1
20779,Maria,,Russell,F,1
20780,Michael,A,White,M,1
20781,Kayla,M,Lee,F,1
20782,Alan,,Ye,M,1
20783,Amanda,,Collins,F,1
20784,Eduardo,,Walker,M,1
20785,Isabella,L,Taylor,F,1
20786,Marcus,,Perez,M,1
20787,Bridget,,Pal,F,1
20788,Sara,,Gonzalez,F,1
20789,Miguel,,Williams,M,0
20790,Kayla,M,Harrison,F,1
20791,Ryan,B,Patterson,M,1
20792,Hailey,R,Rivera,F,1
20793,Gary,L,Martin,M,1
20794,Brenda,F,Rana,F,1
20795,Emmanuel,C,Subram,M,1
20796,Claudia,R,Guo,F,1
20797,Dawn,G,Hu,F,1
20798,Mathew,L,Munoz,M,1
20799,Peter,D,Raje,M,1
20800,Connor,,Jenkins,M,1
20801,Ronald,H,Chandra,M,1
20802,Jon,,Li,M,1
20803,Nicole,A,Rodriguez,F,1
20804,Katelyn,L,Torres,F,1
20805,Brandon,,Williams,M,1
20806,James,E,Lopez,M,1
20807,Jordan,M,Foster,M,1
20808,Julie,,Jai,F,1
20809,Benjamin,,Anderson,M,1
20810,Brittney,,He,F,1
20811,Calvin,,Shan,M,1
20812,Preston,C,Prasad,M,0
20813,Michael,L.,Rothkugel,M,1
20814,Margaret,D,Lu,F,1
20815,Tracy,,Andersen,F,1
20816,Connor,J,Ross,M,1
20817,Geoffrey,,Rodriguez,M,0
20818,Rachel,,Powell,F,0
20819,Raymond,W,Madan,M,1
20820,Kathleen,A,Rubio,F,1
20821,Hany,,Morcos,M,1
20822,Shannon,,Ruiz,M,0
20823,Troy,L,Martinez,M,1
20824,Derek,M,Xu,M,1
20825,Pamela,,Kapoor,F,1
20826,Jillian,,Raman,F,0
20827,Jillian,E,Perez,F,0
20828,Jaclyn,,Shan,F,1
20829,Andy,,Diaz,M,1
20830,Whitney,C,Martinez,F,1
20831,Drew,,Xu,M,1
20832,Kelvin,,Tang,M,1
